V4,V11,V14,V2,V8,V5,V1,V15,V13,V9,V3,V6,V7,V10,V12,V16,Class
tertiary,jul,-1,blue-collar,no,no,42,0,1,cellular,single,672,yes,28,122,unknown,1
primary,jul,-1,management,no,no,37,1,1,cellular,married,397,yes,5,184,unknown,1
secondary,jun,-1,blue-collar,no,no,38,0,1,cellular,married,816,no,2,348,unknown,1
secondary,may,190,blue-collar,no,no,48,0,2,cellular,single,4,yes,19,-1,unknown,1
tertiary,jul,-1,entrepreneur,no,no,36,0,1,cellular,married,916,no,10,8,unknown,1
tertiary,jul,-1,blue-collar,no,no,30,0,2,cellular,married,515,no,15,479,failure,1
tertiary,may,-1,management,no,no,37,1,1,cellular,single,-15,no,30,412,failure,1
secondary,jul,-1,entrepreneur,no,no,45,0,2,cellular,single,0,yes,18,136,unknown,1
secondary,apr,-1,services,no,no,37,0,1,cellular,single,154,no,7,107,failure,1
tertiary,may,-1,retired,no,no,33,0,2,cellular,single,473,no,30,220,unknown,1
tertiary,jun,-1,blue-collar,no,no,35,0,2,cellular,single,6835,no,18,246,unknown,1
secondary,apr,-1,retired,no,no,40,0,3,unknown,single,1928,yes,6,112,unknown,1
secondary,jul,-1,management,no,no,31,0,1,cellular,divorced,685,no,4,295,unknown,1
secondary,nov,-1,management,no,no,46,0,2,cellular,married,-336,yes,12,611,unknown,1
tertiary,may,-1,technician,no,no,29,0,3,cellular,divorced,605,yes,17,108,failure,1
secondary,may,271,technician,no,no,30,0,2,cellular,married,511,yes,17,485,unknown,1
secondary,may,269,blue-collar,no,no,45,0,1,unknown,single,0,no,13,150,unknown,1
tertiary,jul,-1,admin.,no,no,37,0,2,cellular,married,7378,no,15,217,unknown,2
primary,aug,-1,management,no,no,31,0,2,cellular,married,0,no,12,108,failure,1
secondary,feb,-1,technician,no,no,54,0,2,cellular,married,662,yes,5,182,unknown,1
secondary,jun,-1,management,no,no,52,0,1,cellular,married,351,yes,29,658,unknown,1
tertiary,jun,-1,technician,no,no,33,0,3,unknown,divorced,485,yes,28,225,unknown,1
primary,may,-1,management,no,no,33,0,1,telephone,single,591,yes,27,268,unknown,1
tertiary,may,-1,management,no,no,31,0,3,cellular,divorced,2972,yes,29,582,unknown,1
primary,jul,-1,entrepreneur,no,no,52,0,2,unknown,divorced,-1,yes,29,99,unknown,1
tertiary,may,-1,management,no,no,59,0,2,cellular,married,-170,no,27,103,unknown,1
tertiary,jun,-1,technician,no,no,44,0,1,cellular,married,11,no,13,196,unknown,1
tertiary,may,-1,blue-collar,no,no,29,0,1,cellular,single,1032,yes,11,10,failure,1
secondary,may,-1,management,yes,no,40,0,1,unknown,married,0,no,8,287,unknown,1
tertiary,aug,-1,management,no,no,28,0,2,cellular,married,315,yes,9,569,unknown,2
primary,jun,-1,admin.,no,no,50,0,2,unknown,divorced,-312,no,7,7,unknown,1
secondary,nov,-1,blue-collar,no,no,53,0,1,cellular,married,2115,yes,16,107,unknown,1
secondary,feb,-1,management,no,no,40,0,1,cellular,married,918,yes,18,172,failure,1
secondary,jul,-1,technician,no,no,53,0,4,cellular,married,0,yes,25,874,unknown,1
primary,jun,-1,blue-collar,no,no,34,0,14,unknown,divorced,611,yes,4,249,failure,1
secondary,apr,79,entrepreneur,no,no,45,1,2,cellular,single,619,no,27,164,unknown,1
secondary,apr,-1,management,no,no,27,0,1,cellular,married,2160,no,6,114,unknown,2
primary,jun,-1,student,no,no,30,0,1,unknown,married,0,no,4,112,unknown,1
secondary,apr,-1,management,no,no,47,0,5,cellular,married,-91,no,11,150,unknown,1
tertiary,jun,-1,blue-collar,no,no,35,0,2,cellular,married,0,no,7,127,unknown,1
tertiary,nov,-1,technician,no,no,39,0,1,cellular,single,616,no,17,100,failure,2
secondary,may,-1,technician,no,no,37,0,1,cellular,married,-11,no,5,58,unknown,1
secondary,jul,-1,blue-collar,no,no,45,0,1,cellular,single,-240,no,15,39,unknown,1
secondary,jul,-1,blue-collar,no,no,32,0,1,cellular,single,1235,yes,5,156,unknown,1
secondary,jul,-1,blue-collar,no,no,50,0,3,cellular,single,0,no,21,217,unknown,2
secondary,apr,-1,services,no,no,53,0,1,unknown,married,716,yes,29,374,unknown,1
primary,may,-1,unemployed,no,no,43,1,2,cellular,married,2441,no,21,168,unknown,1
secondary,may,-1,management,yes,no,57,0,6,cellular,married,471,yes,31,-1,unknown,2
tertiary,jul,-1,technician,no,no,45,0,1,unknown,single,-1,yes,19,264,unknown,1
secondary,may,-1,blue-collar,no,no,36,0,1,unknown,married,2962,yes,29,123,unknown,1
primary,may,-1,management,no,no,40,0,1,cellular,married,8,no,2,471,unknown,2
secondary,may,-1,blue-collar,no,no,59,0,2,telephone,single,464,no,20,103,failure,1
primary,jun,-1,management,no,no,48,0,3,cellular,single,-252,yes,29,6,unknown,2
primary,jul,-1,blue-collar,no,no,33,0,2,unknown,single,-192,no,10,557,unknown,1
secondary,may,-1,technician,no,no,51,0,2,cellular,married,638,no,9,126,unknown,1
secondary,jul,-1,technician,no,no,37,0,1,unknown,married,0,yes,9,94,failure,1
tertiary,nov,-1,services,no,no,29,0,1,cellular,single,0,no,16,496,unknown,1
tertiary,nov,-1,blue-collar,no,no,32,2,5,cellular,single,5,no,25,247,failure,1
secondary,aug,-1,management,no,no,49,0,3,cellular,single,1193,yes,8,151,unknown,1
secondary,aug,-1,admin.com,no,no,28,0,1,unknown,married,1836,no,17,759,unknown,1
tertiary,aug,-1,management,no,no,50,0,2,cellular,divorced,1545,yes,11,386,unknown,2
tertiary,may,-1,management,no,no,27,0,4,unknown,married,67,no,30,179,failure,1
secondary,jul,-1,blue-collar,no,no,42,0,3,cellular,married,7222,yes,13,7,unknown,1
tertiary,jul,-1,blue-collar,no,no,36,0,1,cellular,married,1,no,25,128,unknown,1
secondary,jul,-1,management,no,no,34,0,2,cellular,single,29,yes,23,869,other,2
secondary,jul,-1,management,no,no,37,0,1,cellular,married,228,yes,21,913,unknown,1
secondary,may,-1,blue-collar,no,no,57,0,2,cellular,married,913,no,18,542,unknown,2
secondary,may,180,management,no,no,48,0,4,unknown,married,145,yes,5,136,unknown,1
secondary,jul,-1,housemaid,no,no,42,0,1,cellular,married,914,no,3,169,unknown,2
tertiary,may,-1,services,no,no,37,0,2,cellular,married,0,yes,5,136,unknown,1
primary,jul,-1,management,yes,no,52,0,1,cellular,divorced,1616,no,8,243,unknown,1
secondary,feb,-1,technician,yes,no,33,0,2,cellular,married,-1544,no,9,214,unknown,1
secondary,aug,-1,technician,no,no,55,0,1,cellular,single,1077,yes,13,859,unknown,1
secondary,may,-1,management,no,no,27,0,2,unknown,married,1340,no,4,104,unknown,1
secondary,may,258,management,no,no,58,0,1,unknown,divorced,154,yes,5,182,unknown,1
primary,may,-1,services,no,no,27,0,1,cellular,married,675,yes,14,1081,other,1
primary,may,-1,admin.,no,no,38,0,5,unknown,married,249,no,13,183,unknown,2
secondary,may,-1,blue-collar,no,no,59,0,3,cellular,single,0,no,15,185,unknown,1
unknown,may,-1,student,no,no,54,0,2,unknown,married,2159,yes,9,108,unknown,1
secondary,aug,-1,admin.,no,no,56,0,3,unknown,married,18,yes,26,749,unknown,1
secondary,aug,-1,blue-collar,yes,no,26,0,2,telephone,single,38,no,14,514,failure,1
secondary,feb,-1,admin.,no,no,33,0,1,cellular,single,2,yes,23,78,failure,1
secondary,may,-1,blue-collar,no,no,36,0,14,cellular,single,859,yes,20,151,unknown,1
primary,may,-1,admin.,no,no,35,0,1,cellular,single,381,no,18,615,failure,1
secondary,jul,-1,admin.,no,no,37,0,2,cellular,single,-1,no,11,670,failure,1
secondary,jun,-1,blue-collar,no,no,49,0,1,cellular,divorced,265,yes,20,93,unknown,1
secondary,may,-1,admin.,no,no,32,4,1,cellular,single,78,yes,14,133,unknown,1
secondary,apr,-1,technician,no,no,46,1,2,cellular,married,732,yes,12,762,failure,2
secondary,feb,-1,services,no,no,41,0,2,cellular,married,723,yes,12,244,success,1
tertiary,jul,-1,blue-collar,no,no,56,0,2,cellular,married,0,no,30,113,unknown,1
primary,may,-1,blue-collar,no,no,38,0,2,unknown,married,811,yes,13,58,unknown,1
primary,may,-1,management,no,no,39,0,3,cellular,single,-253,yes,29,127,failure,1
secondary,aug,-1,technician,no,no,31,0,1,cellular,married,0,no,6,206,unknown,1
tertiary,may,-1,admin.,no,no,65,0,4,cellular,married,203,yes,19,32,unknown,2
tertiary,jun,-1,management,no,no,37,0,1,cellular,married,893,no,4,9,unknown,1
tertiary,jul,360,technician,no,no,48,0,5,cellular,married,152,yes,16,634,failure,1
primary,aug,-1,services,no,no,27,0,12,cellular,single,626,yes,23,151,unknown,1
secondary,apr,-1,management,yes,no,37,0,5,cellular,married,618,no,23,298,failure,2
primary,jul,-1,technician,yes,no,44,0,1,cellular,married,658,no,9,410,unknown,1
secondary,jul,-1,blue-collar,no,no,26,0,1,cellular,married,488,yes,2,179,unknown,1
secondary,jul,-1,blue-collar,no,no,45,0,2,cellular,single,-352,yes,3,124,unknown,1
secondary,jan,-1,management,no,no,51,0,1,cellular,married,266,yes,16,56,unknown,1
tertiary,jul,-1,entrepreneur,no,no,47,0,1,cellular,single,-234,yes,27,167,unknown,2
tertiary,may,-1,management,yes,no,28,0,2,cellular,married,2775,yes,28,61,unknown,1
secondary,jul,-1,services,no,no,30,0,2,cellular,married,988,yes,13,306,unknown,1
primary,may,-1,management,no,no,32,0,2,cellular,married,950,no,21,344,unknown,1
secondary,may,-1,blue-collar,yes,no,59,2,5,unknown,single,1,no,13,462,unknown,2
secondary,aug,-1,admin.,no,no,32,0,4,telephone,married,766,yes,29,256,unknown,1
secondary,nov,-1,blue-collar,no,no,55,0,3,cellular,married,618,no,20,11,unknown,2
secondary,may,-1,management,no,no,33,0,1,cellular,single,849,yes,2,195,unknown,1
tertiary,jul,-1,management,no,no,53,0,2,cellular,married,0,no,6,67,failure,1
primary,jul,183,services,no,no,47,0,1,unknown,married,1165,yes,23,551,unknown,1
secondary,may,-1,admin.,no,no,41,0,1,cellular,married,4301,yes,23,-1,unknown,1
tertiary,jul,-1,blue-collar,no,no,37,1,2,telephone,divorced,665,yes,7,112,unknown,1
primary,jul,-1,management,no,no,33,0,2,cellular,single,-95,yes,11,285,unknown,2
secondary,jul,-1,blue-collar,no,no,39,0,2,cellular,married,472,no,28,246,unknown,1
secondary,aug,-1,student,no,no,55,0,1,cellular,married,-27,no,6,66,unknown,2
secondary,apr,-1,technician,no,no,29,0,1,unknown,married,0,yes,18,255,unknown,1
secondary,may,183,management,no,no,37,0,1,cellular,single,0,yes,30,184,unknown,1
tertiary,feb,-1,management,no,no,33,0,2,unknown,married,1384,no,25,70,unknown,1
primary,may,-1,self-employed,no,no,51,0,1,cellular,married,184,yes,9,151,unknown,1
secondary,jun,-1,blue-collar,no,no,33,0,5,unknown,married,2887,yes,27,597,unknown,1
tertiary,may,-1,admin.,yes,no,51,0,2,cellular,divorced,43,no,25,587,failure,1
tertiary,apr,-1,technician,no,no,58,0,1,cellular,single,936,yes,20,163,unknown,1
secondary,nov,-1,management,no,no,33,0,2,cellular,married,2968,no,20,974,unknown,1
tertiary,may,-1,technician,no,no,35,2,2,cellular,single,1311,no,8,467,failure,1
tertiary,nov,-1,admin.,no,no,53,1,4,cellular,married,0,no,5,196,unknown,1
secondary,jul,-1,management,no,no,33,0,2,cellular,single,955,yes,9,135,unknown,1
secondary,jun,-1,blue-collar,no,no,28,0,5,cellular,single,1818,yes,14,633,failure,1
tertiary,jul,-1,management,no,no,52,1,1,unknown,married,-196,no,13,136,unknown,1
tertiary,jun,-1,entrepreneur,no,no,41,0,2,cellular,married,230,yes,20,586,failure,1
tertiary,may,-1,admin.,no,no,43,0,4,cellular,married,3492,no,5,184,unknown,1
tertiary,jul,-1,services,no,no,57,0,1,cellular,single,324,yes,21,111,unknown,1
secondary,may,-1,blue-collar,no,no,47,0,1,telephone,married,2936,yes,13,103,failure,1
